0,#,Account,Peer followers
937,937.,"Alain Guillemain@alainguillemainInterminably  curious. Investigating affect, love, compulsory monogamy, feminism, patriarchy and capitalism via Deleuze. Maintains an open and ready stance.Brisbane, Australiayoutu.be/ww47bR86wScGoogle Scholar page12 years on TwitterRecent tweets: 20% new, 77% replies, 1% retweets, 2% quotesOn 114 user lists1,945 followers",40
938,938.,"Yuk Hui@digital_objectsBerlin/Hong Kongdigitalmilieu.netGoogle Scholar page10 years on TwitterRecent tweets: 31% new, 17% replies, 41% retweets, 11% quotesOn 158 user lists11,889 followers",39
939,939.,"Mustafa Yavuz 🇹🇷@doctorimperatorHistorian and Philosopher of the Life Sciences | Lichenologist | Biyoloji Tarihi ve Felsefesi | Biyoloji Doktoru | Bilim Tarihi DoçentiDünyanın Başkentilinktr.ee/mustafay0079 years on TwitterRecent tweets: 15% new, 71% replies, 8% retweets, 6% quotesOn 14 user lists3,023 followers",39
940,940.,"Leon Heuts@LeonHeutsHoodredacteur  NEMO Kennislink. oud-hoofdredacteur Filosofie Magazine. Initiatiefnemer  The Human Story en Thinking Planet. Onverbeterlijke wereldverbeteraar.nemokennislink.nl11 years on TwitterRecent tweets: 21% new, 45% replies, 16% retweets, 18% quotesOn 89 user lists2,723 followers",39
941,941.,"Filippa Ronquist@FilippaRonquistPhilosophy PhD candidate @UCL (@LAHP_DTP) | skriver ibland, för tillfället på Folkbladet Västerbotten | swe/engStockholm, Sweden8 years on TwitterRecent tweets: 16% new, 57% replies, 25% retweets, 3% quotesOn 7 user lists2,228 followers",39
942,942.,"Sophia Crüwell@cruwelliPhilosophy of Science @CambridgeHPS @stjohnscam | Metaresearch @METRIC_Berlin | prev @ResMaPsychology | co-host @ReproducibiliTcruwell.comGoogle Scholar page4 years on TwitterRecent tweets: 10% new, 48% replies, 33% retweets, 9% quotesOn 30 user lists1,785 followers",39
943,943.,"Jacques Rousseau@JacquesRTeaches  critical thinking & ethics @UCT_news | Harriet Taylor liberal | Co-author of Critical Thinking, Science & Pseudoscience: amzn.to/1RZGqvDCape Town, South Africasynapses.co.za13 years on TwitterRecent tweets: 26% new, 26% replies, 37% retweets, 11% quotesOn 237 user lists13,906 followers",38
944,944.,"Edward Slingerland@slingerland20Distinguished  University Scholar, Professor of Philosophy at UBC; Chinese thought, cog sci, comparative religion, spontaneity, trust, intoxicationVancouver, BCedwardslingerland.comGoogle Scholar page5 years on TwitterRecent tweets: 12% new, 11% replies, 73% retweets, 5% quotesOn 60 user lists3,385 followers",38
945,945.,"Çağlar Koç@Caglar_Koc_PhD in Philosophy from @ENS_Ulm and @Galatasaray_Uni Ailurophile.İstanbul, Türkiyegalatasaray.academia.edu/ÇağlarKoçGoogle Scholar page9 years on TwitterRecent tweets: 8% new, 8% replies, 84% retweets, 0% quotesOn 6 user lists1,102 followers",38
946,946.,"Valerio Rocco Lozano@RoccoLozanoDirector  del Círculo de Bellas Artes @cbamadrid. Profesor del Departamento de Filosofía @UAM_Madrid. Investigador @FailureProject1.Madrid, Comunidad de MadridGoogle Scholar page4 years on TwitterRecent tweets: 6% new, 17% replies, 55% retweets, 22% quotesOn 52 user lists6,448 followers",37
947,947.,"Jessica Masterson@jlmastersonPhilosophy PhD student. Applied ethics📚 Vegan.England, United Kingdom12 years on TwitterRecent tweets: 18% new, 45% replies, 27% retweets, 10% quotesOn 25 user lists6,165 followers",37
948,948.,"Masashi Kasaki@kasa12345Philosopher. Blog (in Japanese) nonameblog.seesaa.netHiroshima, Japansites.google.com/site/masashika…12 years on TwitterRecent tweets: 30% new, 31% replies, 33% retweets, 6% quotesOn 145 user lists4,168 followers",37
949,949.,"Olya Kudina@OlyaKudina🇺🇦  🇳🇱 #StandWithUkraine Assistant Professor in Ethics/Philosophy of Technology at @tudelft. Help UA (humanitarian aid, etc.): https://t.co/FtWpwrlQBSUtrechtolyakudina.comGoogle Scholar page12 years on TwitterRecent tweets: 16% new, 61% replies, 7% retweets, 15% quotesOn 29 user lists1,082 followers",37
950,950.,"Josefa Ros Velasco@JosefaRosUCMEstudios  de #Aburrimiento | @MSCActions Postdoc | @HarvardRLL/@FilosofiaUCM Postdoc (2017-2021) | Presidenta @BoredomSociety | Educadora @AlternativaEden.Madrid, Comunidad de Madridjosefarosvelasco.comGoogle Scholar page1 year on TwitterRecent tweets: 4% new, 45% replies, 51% retweets, 0% quotesOn 31 user lists2,498 followers",36
951,951.,"Ana Carrasco-Conde@ACConde_Profesora  de Filosofía (@unicomplutense) | De Jonia a Jena | Últ. libro “Decir el  mal” (2021) @G_Gutenberg | Incordio en @lamarea_com | Aprendo lenguas muertasEntre grietasanacarrascoconde.com11 years on TwitterRecent tweets: 30% new, 29% replies, 31% retweets, 10% quotesOn 119 user lists11,265 followers",35
952,952.,"Gᴀʙʀɪᴇʟ Fᴇʀʀᴇɪʀᴀ ᵠ ※@G_FerreiraPhilosophy  Professor. Metaphysics, 19th Century Philosophy, Theology, Wine, and Blues. Fulbright Postdoctoral Visiting Scholar @pitttweet.gabrielferreira.com.brGoogle Scholar page13 years on TwitterRecent tweets: 38% new, 29% replies, 13% retweets, 20% quotesOn 49 user lists4,152 followers",35
953,953.,"Roderick T. Long@RoderickTLongI  teach philosophy at Auburn University and head up the Molinari Institute. I'm an Aristotelean Wittgensteinian left-wing market anarchist and sf fan.Auburn, ALaaeblog.com9 years on TwitterRecent tweets: 12% new, 51% replies, 35% retweets, 2% quotesOn 122 user lists3,551 followers",35
954,954.,"Lee McIntyre@LeeCMcIntyreAuthor of POST-TRUTH, philosopher, martial artist, dog loverleemcintyrebooks.comGoogle Scholar page9 years on TwitterRecent tweets: 38% new, 45% replies, 16% retweets, 1% quotesOn 41 user lists1,858 followers",35
955,955.,"Ferenc Hörcher@HorcherFHistorian  of pol. thought and poet, @NupsPolitics, author of 'A Political Philosophy of Conservatism' (2020) and 'The Political Philosophy of the City' (2021)Budapestripg.uni-nke.hu/horcherfGoogle Scholar page2 years on TwitterRecent tweets: 8% new, 47% replies, 20% retweets, 24% quotesOn 8 user lists1,561 followers",35
956,956.,"Patrick Klösel@patrickkloeselGrad  student Philosophy of/and Economics currently @MCC_Berlin & MQE | #firstgen | prev @LMU_MCMP @uni_tue @Harvard | causal inference & climate econ | LyrikBerlin, Europesites.google.com/view/patrickkl…3 years on TwitterRecent tweets: 3% new, 21% replies, 68% retweets, 8% quotesOn 13 user lists1,027 followers",35
957,957.,"Carlos Javier González Serrano@Aspirar_al_unoAlma  del XIX en un tiempo extraño. Director de proyectos. Profesor (Secundaria y Bachillerato). Filosofía y literatura en radio, tele, prensa y universidad.Madrid - Worldelvuelodelalechuza.com/about/11 years on TwitterRecent tweets: 56% new, 33% replies, 12% retweets, 0% quotesOn 406 user lists47,190 followers",34
958,958.,"Arif Yildiz@yldzrfPhD in Philosophy from Université Bordeaux Montaigne (@UBMontaigne) | Hegelian | Latinist | https://t.co/eWMOtJpVx8İstanbul, Türkiyeu-bordeaux3.academia.edu/ArifY%C4%B1ld%…3 years on TwitterRecent tweets: 14% new, 26% replies, 53% retweets, 8% quotesOn 10 user lists2,490 followers",34
959,959.,"Jacob Sherman@ShermanicusProfessor  and Chair of Philosophy and Religion @CIIS_SF • Taught previously @CamDivinity • Philosophy, Theology, Contemplation, Participation, Book of Nature •Sebastopol, CAamazon.com/gp/aw/d/145147…8 years on TwitterRecent tweets: 58% new, 23% replies, 18% retweets, 2% quotesOn 35 user lists1,820 followers",34
960,960.,"Andy Carpenter@ProfAndyCarpExpert  in online learning, formerly an academic leader, now chairing social science doctoral committees. Degrees in philosophy from Amherst, Oxford,  Berkeley.Westminster, MDlinkedin.com/in/philosophya…14 years on TwitterRecent tweets: 2% new, 4% replies, 93% retweets, 0% quotesOn 115 user lists1,691 followers",34
961,961.,"Ana de Lacalle Ferná@AnalacDeprofesora de filosofiabarcelonafilosofiadelreconocimiento.com10 years on TwitterRecent tweets: 100% new, 0% replies, 0% retweets, 0% quotesOn 45 user lists1,459 followers",34
962,962.,"Liva Rotkale@rotkaleLatvian  peripatetic philosopher PhD. Condemns radicalisation, anti-intellectualism, simplification, false dichotomies. Loves and seeks  the truth.Riga, Latviadoi.org/10.5334/met.133 years on TwitterRecent tweets: 30% new, 37% replies, 29% retweets, 4% quotesOn 12 user lists1,184 followers",34
963,963.,"marcos fanton@tomecicutafilosofia ufsm/brasil.Google Scholar page2 years on TwitterRecent tweets: 12% new, 65% replies, 19% retweets, 4% quotesOn 9 user lists1,070 followers",34
964,964.,"Lucia C. Neco (Luba)@lucianecooBiologist,  Master in Animal Behavior and PhD Candidate in Philosophy of Biology at  @uwanews - Luba no Canal Comporta (🇧🇷) #divulgaçãocientíficaPerth, WA - Australialuciacneco.weebly.comGoogle Scholar page12 years on TwitterRecent tweets: 28% new, 36% replies, 31% retweets, 6% quotesOn 25 user lists1,025 followers",34
965,965.,"Tamar Sharon@TamarSharonProfessor of Philosophy, Digitalization and Society. Co-director at @ihub_ru. Politics and ethics of digital (health) tech.Nijmegen, NLradboud.academia.edu/TamarSharonGoogle Scholar page11 years on TwitterRecent tweets: 14% new, 43% replies, 36% retweets, 6% quotesOn 22 user lists1,020 followers",34
966,966.,"Jennifer@philosophyjennAdjunct faculty in philosophy, free-thinker, secular humanist, science-lover, sceptic, blogger, religious critic, atheist1 year on Twitter until last tweet (2013-Jul-18)Recent tweets: 41% new, 1% replies, 58% retweets, 0% quotesOn 218 user lists10,935 followers (follows 1.27 accounts per follower)",33
967,967.,"Jelle van Baardewijk@CultuurfilosoofFilosoof | Lector Hogeschool Rotterdam | UD Vrije Universiteit | maakt @De_NieuweWereld | won Socrates BekerDuivendrecht, Ouder-Amsteljellevanbaardewijk.nlGoogle Scholar page12 years on TwitterRecent tweets: 16% new, 31% replies, 48% retweets, 5% quotesOn 33 user lists4,873 followers",33
968,968.,"Alexandre Monnin@aamonnzDirector  of the MSc Strategy & Design for the Anthropocene / Co-author of 'Héritage et Fermeture. Une écologie du démantèlement' (2021), @EDivergencesFrancestrategy-design-anthropocene.orgGoogle Scholar page14 years on TwitterRecent tweets: 5% new, 35% replies, 59% retweets, 1% quotesOn 211 user lists3,906 followers",33
969,969.,"Lois Shawver, Ph.D.@jolanzaRetired  clinical psychologist, author of 2 books & many more articles &book chapters. More coming. Strong background in western philosophy & postmodernism.CaliforniaWittgenstein.info6 years on Twitter until last tweet (2016-Mar-13)Recent tweets: 88% new, 9% replies, 3% retweets, 0% quotesOn 417 user lists3,472 followers",33
970,970.,"Miroslav Imbrisevic@MiroandrejPhilosopher - alma mater: University of Mainz. Later: Heythrop College/University of London. Contributor to The Electric Agora: theelectricagora.comSussex/UKmiroslavimbrisevic.wordpress.com10 years on TwitterRecent tweets: 16% new, 37% replies, 36% retweets, 10% quotesOn 16 user lists3,427 followers",33
971,971.,"Daniel Leufer@djleuferEmerging Tech Policy @accessnow | ex-@mozilla fellow | creator aimyths.org | PhD in philosophy | pessimism for future offset by dismay at past | he/him | #banBS🇮🇪 in Brusselsaccessnow.org/profile/daniel…5 years on TwitterRecent tweets: 4% new, 32% replies, 55% retweets, 9% quotesOn 78 user lists3,308 followers",33
972,972.,"Pavel Gregoric@pavelgregoricSenior  Research Fellow (Institute of Philosophy, Zagreb), Oxford alumnus, classicist, naturalist, astronomer, father of 2, concerned citizen and academic misfitZagreb, Croatiapavel-gregoric.infoGoogle Scholar page10 years on TwitterRecent tweets: 26% new, 41% replies, 23% retweets, 10% quotesOn 22 user lists2,097 followers",33
973,973.,"Paul Franks@WPaulAssociate  Prof @TyndaleU. Graduate of @SAGU, @biolau, and @UofOklahoma. Views expressed are my own (though not *solely* my own; I’m sure others hold them too).Toronto, ON, Canadawpaulfranks.comGoogle Scholar page13 years on TwitterRecent tweets: 19% new, 46% replies, 9% retweets, 26% quotesOn 76 user lists1,233 followers",33
974,974.,"N. Emrah Aydınonat@aydinonatEconomics  & Philosophy | @helsinkiuni | @HelsinkiPoS | @SocSciHelsinki | Editor @ Journal of Economic Methodology | Türkçe: @iktisatnedir |Helsinki, Finlandneaydinonat.comGoogle Scholar page12 years on TwitterRecent tweets: 20% new, 34% replies, 27% retweets, 18% quotesOn 112 user lists5,673 followers",32
975,975.,"Glenn McGee@glenn_mcgeeDean of Admissions & Professor of Health Sciences @salemcollegeWinston-Salem, NCsalem.edu/people/glenn-m…Google Scholar page13 years on TwitterRecent tweets: 27% new, 6% replies, 56% retweets, 10% quotesOn 111 user lists4,158 followers",32
976,976.,"Robert Jackson@Recursive_idiotEnjoying the cluster f**k of a Steve Jobs Afterlife.Solar System13 years on TwitterRecent tweets: 13% new, 70% replies, 13% retweets, 5% quotesOn 61 user lists1,059 followers",32
977,977.,"William Crawley@williamcrawleyBBC presenter. @BBCNIreland, @BBCtalkback. @BBCNewsNI. @BBCR4Sunday. RT≠endorsements. Send me a story: william.crawley@bbc.co.ukBelfast / Manchesterbbc.co.uk/talkback13 years on TwitterRecent tweets: 8% new, 21% replies, 67% retweets, 4% quotesOn 317 user lists40,767 followers",31
978,978.,"Øyvind Kvalnes@okvalnesFredelig filosof, forfatter, forsker, foredragsholder, fotballmann, far, farfar. Flere spørsmål enn svar.Oslo, Norgelink.springer.com/book/10.1007/9…12 years on TwitterRecent tweets: 33% new, 55% replies, 11% retweets, 1% quotesOn 141 user lists8,709 followers",31
979,979.,"William Large@LargeWlarge63I  teach philosophy. 'To believe nothing without a reason . . . is as stupid a prejudice... as to believe everything without examination.'drwilliamlarge.wordpress.comGoogle Scholar page10 years on TwitterRecent tweets: 1% new, 15% replies, 84% retweets, 1% quotesOn 32 user lists3,898 followers",31
980,980.,"Dr James Luchte@JamesLuchtePhilosopher, writer, poet. Author of many books of philosophy. It is simple to brainwash the people if they are unknowingly imprisoned in a cage of lies.Walesluchte.wordpress.com9 years on TwitterRecent tweets: 2% new, 75% replies, 22% retweets, 1% quotesOn 40 user lists1,991 followers",31
981,981.,"Giada Pistilli@GiadaPistilliPh.D.  Candidate in Philosophy (Conversational AI Ethics) @Sorbonne_Univ_ & @CNRS · Research Engineer @lespetitsbots · 🌸 @BigscienceWParisgiadapistilli.comGoogle Scholar page8 years on TwitterRecent tweets: 35% new, 22% replies, 35% retweets, 8% quotesOn 11 user lists1,221 followers",31
982,982.,"Mark Ryan@MarkRyanEthicsDigital ethics researcher at Wageningen Research. AI, robots, and data ethics, and the overall societal impacts of technologyNetherlandsscholar.google.nl/citations?user…Google Scholar page2 years on TwitterRecent tweets: 14% new, 41% replies, 30% retweets, 16% quotesOn 45 user lists1,067 followers",31
983,983.,"Eduardo Infante@eledututorFilósofo. Filosofía en la calle, No me tapes el Sol, Gastrosofía. #FiloRetos. CONTACTO: eduardoinfantefilosofia@gmail.comGijón, Españaplanetadelibros.com/autor/eduardo-…10 years on TwitterRecent tweets: 48% new, 36% replies, 15% retweets, 1% quotesOn 331 user lists29,397 followers",30
984,984.,"Víctor Bermúdez@victorbermudeztProfesor  de filosofía. Diálogos en la Caverna (Radio 5). Colabora en Canal Extremadura Radio y TV, el diario es y El Periódico Extremadura.Mérida, Españafilosofiacavernicolas.blogspot.com.es10 years on TwitterRecent tweets: 38% new, 22% replies, 39% retweets, 1% quotesOn 64 user lists3,481 followers",30
985,985.,"Andrew J. Taggart@andrewjtaggartPractical Philosopher, Ph.D. Rinzai Zen Buddhist. Meditation Teacher. Proponent of Nondual Metaphysics.American Southwestandrewjtaggart.com11 years on TwitterRecent tweets: 82% new, 10% replies, 8% retweets, 0% quotesOn 77 user lists2,307 followers",30
986,986.,"Prof. Amanda Fulford@MJFulfordProfessor  of philosophy of education/ higher education. Assoc. Dean Research & Impact at Edge Hill University. Chair elect of PESGB. Re-tweets for many reasons.dramandafulford.wordpress.com10 years on TwitterRecent tweets: 8% new, 37% replies, 54% retweets, 2% quotesOn 41 user lists1,368 followers",30
